symbol,div_type,atr,rr,trades,wr,total_r,avg_r
AIOZUSDT,REG_BEAR,1.0,4.0,10,50.0,14.23,1.423
RONINUSDT,REG_BEAR,2.0,7.0,13,38.5,26.11,2.008
GRIFFAINUSDT,REG_BEAR,1.0,4.0,13,69.2,31.29,2.407
AIOZUSDT,REG_BEAR,1.0,5.0,10,40.0,13.23,1.323
RONINUSDT,REG_BEAR,2.0,8.0,13,38.5,31.11,2.393
GRIFFAINUSDT,REG_BEAR,1.0,5.0,13,53.8,28.29,2.176
AIOZUSDT,REG_BEAR,1.0,6.0,10,40.0,17.23,1.723
PTBUSDT,REG_BEAR,2.0,4.0,10,30.0,4.77,0.477
RONINUSDT,REG_BEAR,2.0,9.0,13,38.5,36.11,2.778
GRIFFAINUSDT,REG_BEAR,1.0,6.0,13,53.8,35.29,2.715
AIOZUSDT,REG_BEAR,1.0,7.0,10,40.0,21.23,2.123
PTBUSDT,REG_BEAR,2.0,5.0,10,20.0,1.77,0.177
METUSDT,HID_BEAR,1.0,5.0,13,23.1,4.16,0.32
GRIFFAINUSDT,REG_BEAR,1.0,7.0,13,46.2,34.29,2.638
RONINUSDT,REG_BEAR,2.0,10.0,13,38.5,41.11,3.162
AIOZUSDT,REG_BEAR,1.0,8.0,10,40.0,25.23,2.523
GRIFFAINUSDT,REG_BEAR,1.0,8.0,13,38.5,31.29,2.407
METUSDT,HID_BEAR,1.0,6.0,13,23.1,7.16,0.551
ALPINEUSDT,HID_BEAR,1.0,1.5,22,50.0,3.19,0.145
AIOZUSDT,REG_BEAR,1.0,9.0,10,40.0,29.23,2.923
AIOZUSDT,REG_BEAR,1.0,10.0,10,40.0,33.23,3.323
METUSDT,HID_BEAR,1.0,7.0,13,23.1,10.16,0.782
GRIFFAINUSDT,REG_BEAR,1.0,9.0,13,38.5,36.29,2.792
ALPINEUSDT,HID_BEAR,1.0,2.0,22,50.0,8.69,0.395
AIOZUSDT,REG_BEAR,1.5,1.5,10,60.0,4.49,0.449
METUSDT,HID_BEAR,1.0,8.0,13,23.1,13.16,1.012
GRIFFAINUSDT,REG_BEAR,1.0,10.0,13,38.5,41.29,3.176
AIOZUSDT,REG_BEAR,1.5,2.0,10,60.0,7.49,0.749
METUSDT,HID_BEAR,1.0,9.0,13,23.1,16.16,1.243
ALPINEUSDT,HID_BEAR,1.0,3.0,22,50.0,19.69,0.895
AIOZUSDT,REG_BEAR,1.5,3.0,10,60.0,13.49,1.349
GRIFFAINUSDT,REG_BEAR,1.5,1.5,13,84.6,14.03,1.079
AIOZUSDT,REG_BEAR,1.5,4.0,10,50.0,14.49,1.449
GRIFFAINUSDT,REG_BEAR,1.5,2.0,13,84.6,19.53,1.502
ALPINEUSDT,HID_BEAR,1.0,4.0,22,27.3,5.69,0.259
NEWTUSDT,REG_BEAR,1.0,1.5,10,70.0,6.44,0.644
AIOZUSDT,REG_BEAR,1.5,5.0,10,40.0,13.49,1.349
METUSDT,HID_BEAR,1.5,1.5,13,46.2,1.44,0.111
GRIFFAINUSDT,REG_BEAR,1.5,3.0,13,69.2,22.53,1.733
NEWTUSDT,REG_BEAR,1.0,2.0,10,70.0,9.94,0.994
AIOZUSDT,REG_BEAR,1.5,6.0,10,40.0,17.49,1.749
NEWTUSDT,REG_BEAR,1.0,3.0,10,60.0,12.94,1.294
GRIFFAINUSDT,REG_BEAR,1.5,4.0,13,53.8,21.53,1.656
ALPINEUSDT,HID_BEAR,1.0,5.0,22,22.7,5.69,0.259
AIOZUSDT,REG_BEAR,1.5,7.0,10,40.0,21.49,2.149
NEWTUSDT,REG_BEAR,1.0,4.0,10,60.0,18.94,1.894
GRIFFAINUSDT,REG_BEAR,1.5,5.0,13,46.2,22.53,1.733
AIOZUSDT,REG_BEAR,1.5,8.0,10,30.0,16.49,1.649
NEWTUSDT,REG_BEAR,1.0,5.0,10,50.0,18.94,1.894
ALPINEUSDT,HID_BEAR,1.0,6.0,22,22.7,10.69,0.486
GRIFFAINUSDT,REG_BEAR,1.5,6.0,13,46.2,28.53,2.194
METUSDT,HID_BEAR,1.5,4.0,13,30.8,6.44,0.495
NEWTUSDT,REG_BEAR,1.0,6.0,10,50.0,23.94,2.394
AIOZUSDT,REG_BEAR,1.5,9.0,10,30.0,19.49,1.949
GRIFFAINUSDT,REG_BEAR,1.5,7.0,13,38.5,26.53,2.041
NEWTUSDT,REG_BEAR,1.0,7.0,10,50.0,28.94,2.894
METUSDT,HID_BEAR,1.5,5.0,13,30.8,10.44,0.803
AIOZUSDT,REG_BEAR,1.5,10.0,10,30.0,22.49,2.249
ALPINEUSDT,HID_BEAR,1.0,7.0,22,22.7,15.69,0.713
NEWTUSDT,REG_BEAR,1.0,8.0,10,50.0,33.94,3.394
GRIFFAINUSDT,REG_BEAR,1.5,8.0,13,38.5,31.53,2.425
METUSDT,HID_BEAR,1.5,6.0,13,30.8,14.44,1.111
AIOZUSDT,REG_BEAR,2.0,1.5,10,70.0,7.12,0.712
NEWTUSDT,REG_BEAR,1.0,9.0,10,40.0,28.94,2.894
GRIFFAINUSDT,REG_BEAR,1.5,9.0,13,38.5,36.53,2.81
NEWTUSDT,REG_BEAR,1.0,10.0,10,40.0,32.94,3.294
AIOZUSDT,REG_BEAR,2.0,2.0,10,70.0,10.62,1.062
ALPINEUSDT,HID_BEAR,1.0,8.0,22,22.7,20.69,0.941
RONINUSDT,HID_BEAR,1.0,1.5,23,52.2,4.41,0.192
NEWTUSDT,REG_BEAR,1.5,1.5,10,70.0,6.79,0.679
GRIFFAINUSDT,REG_BEAR,1.5,10.0,13,38.5,41.53,3.194
AIOZUSDT,REG_BEAR,2.0,3.0,10,60.0,13.62,1.362
NEWTUSDT,REG_BEAR,1.5,2.0,10,60.0,7.29,0.729
ALPINEUSDT,HID_BEAR,1.0,9.0,22,22.7,25.69,1.168
RONINUSDT,HID_BEAR,1.0,2.0,22,45.5,5.58,0.254
AIOZUSDT,REG_BEAR,2.0,4.0,10,50.0,14.62,1.462
GRIFFAINUSDT,REG_BEAR,2.0,1.5,13,84.6,14.15,1.088
NEWTUSDT,REG_BEAR,1.5,3.0,10,60.0,13.29,1.329
AIOZUSDT,REG_BEAR,2.0,5.0,10,50.0,19.62,1.962
NEWTUSDT,REG_BEAR,1.5,4.0,10,50.0,14.29,1.429
GRIFFAINUSDT,REG_BEAR,2.0,2.0,13,84.6,19.65,1.511
ALPINEUSDT,HID_BEAR,1.0,10.0,22,22.7,30.69,1.395
NEWTUSDT,REG_BEAR,1.5,5.0,10,50.0,19.29,1.929
AIOZUSDT,REG_BEAR,2.0,6.0,10,40.0,17.62,1.762
RONINUSDT,HID_BEAR,1.0,3.0,22,40.9,11.58,0.526
GRIFFAINUSDT,REG_BEAR,2.0,3.0,13,53.8,14.65,1.127
NEWTUSDT,REG_BEAR,1.5,6.0,10,40.0,17.29,1.729
ALPINEUSDT,HID_BEAR,1.5,1.5,22,54.5,6.46,0.294
NEWTUSDT,REG_BEAR,1.5,7.0,10,40.0,21.29,2.129
GRIFFAINUSDT,REG_BEAR,2.0,4.0,13,46.2,16.65,1.28
BSUUSDT,HID_BULL,1.0,2.0,16,43.8,3.7,0.231
RONINUSDT,HID_BEAR,1.0,4.0,22,31.8,10.58,0.481
NEWTUSDT,REG_BEAR,1.5,8.0,10,40.0,25.29,2.529
GRIFFAINUSDT,REG_BEAR,2.0,5.0,13,38.5,16.65,1.28
NEWTUSDT,REG_BEAR,1.5,9.0,10,40.0,29.29,2.929
ALPINEUSDT,HID_BEAR,1.5,2.0,22,54.5,12.46,0.566
METUSDT,HID_BEAR,2.0,4.0,13,30.8,6.58,0.506
RONINUSDT,HID_BEAR,1.0,5.0,22,31.8,17.58,0.799
NEWTUSDT,REG_BEAR,1.5,10.0,10,40.0,33.29,3.329
PTBUSDT,HID_BEAR,1.0,2.0,28,42.9,6.73,0.24
BSUUSDT,HID_BULL,1.0,4.0,16,37.5,12.7,0.794
GRIFFAINUSDT,REG_BEAR,2.0,6.0,13,38.5,21.65,1.665
NEWTUSDT,REG_BEAR,2.0,1.5,10,60.0,4.47,0.447
BSUUSDT,HID_BULL,1.0,5.0,16,37.5,18.7,1.169
GRIFFAINUSDT,REG_BEAR,2.0,7.0,13,38.5,26.65,2.05
NEWTUSDT,REG_BEAR,2.0,2.0,10,60.0,7.47,0.747
RONINUSDT,HID_BEAR,1.0,6.0,22,27.3,17.58,0.799
BSUUSDT,HID_BULL,1.0,6.0,16,25.0,10.7,0.669
GRIFFAINUSDT,REG_BEAR,2.0,8.0,13,38.5,31.65,2.434
NEWTUSDT,REG_BEAR,2.0,3.0,10,50.0,9.47,0.947
NEWTUSDT,REG_BEAR,2.0,4.0,10,50.0,14.47,1.447
ALPINEUSDT,HID_BEAR,1.5,4.0,22,27.3,6.46,0.294
GRIFFAINUSDT,REG_BEAR,2.0,9.0,13,38.5,36.65,2.819
RONINUSDT,HID_BEAR,1.0,7.0,22,27.3,23.58,1.072
NEWTUSDT,REG_BEAR,2.0,5.0,10,40.0,13.47,1.347
PTBUSDT,HID_BEAR,1.0,4.0,28,28.6,10.73,0.383
GRIFFAINUSDT,REG_BEAR,2.0,10.0,13,38.5,41.65,3.203
NEWTUSDT,REG_BEAR,2.0,6.0,10,40.0,17.47,1.747
ALPINEUSDT,HID_BEAR,1.5,5.0,22,27.3,12.46,0.566
NEWTUSDT,REG_BEAR,2.0,7.0,10,40.0,21.47,2.147
RONINUSDT,HID_BEAR,1.0,8.0,22,22.7,20.58,0.936
NEWTUSDT,REG_BEAR,2.0,8.0,10,40.0,25.47,2.547
PTBUSDT,HID_BEAR,1.0,5.0,28,25.0,12.73,0.455
ALPINEUSDT,HID_BEAR,1.5,6.0,22,27.3,18.46,0.839
RONINUSDT,HID_BEAR,1.0,9.0,22,22.7,25.58,1.163
NEWTUSDT,REG_BEAR,2.0,9.0,10,40.0,29.47,2.947
NEWTUSDT,REG_BEAR,2.0,10.0,10,40.0,33.47,3.347
ALPINEUSDT,HID_BEAR,1.5,7.0,22,27.3,24.46,1.112
BSUUSDT,HID_BULL,1.5,2.0,16,43.8,4.14,0.258
PTBUSDT,HID_BEAR,1.0,6.0,28,21.4,12.73,0.455
BSUUSDT,HID_BULL,1.5,3.0,16,43.8,11.14,0.696
ALPINEUSDT,HID_BEAR,1.5,8.0,22,27.3,30.46,1.385
RONINUSDT,HID_BEAR,1.5,1.5,22,54.5,6.39,0.29
BSUUSDT,HID_BULL,1.5,4.0,16,25.0,3.14,0.196
PTBUSDT,HID_BEAR,1.0,7.0,28,21.4,18.73,0.669
ALPINEUSDT,HID_BEAR,1.5,9.0,22,27.3,36.46,1.657
RONINUSDT,HID_BEAR,1.5,2.0,22,45.5,6.39,0.29
ALPINEUSDT,HID_BEAR,1.5,10.0,22,27.3,42.46,1.93
PTBUSDT,HID_BEAR,1.0,8.0,28,21.4,24.73,0.883
ALPINEUSDT,HID_BEAR,2.0,1.5,22,59.1,9.35,0.425
BBUSDT,REG_BEAR,1.0,1.5,10,50.0,1.83,0.183
PTBUSDT,HID_BEAR,1.0,9.0,28,21.4,30.73,1.098
RONINUSDT,HID_BEAR,1.5,4.0,21,33.3,12.46,0.593
ALPINEUSDT,HID_BEAR,2.0,2.0,22,40.9,3.85,0.175
AIOZUSDT,HID_BEAR,1.0,1.5,14,64.3,7.35,0.525
RONINUSDT,HID_BEAR,1.5,5.0,21,23.8,7.46,0.355
AIOZUSDT,HID_BEAR,1.0,2.0,14,64.3,11.85,0.846
BSUUSDT,HID_BULL,2.0,2.0,16,43.8,4.35,0.272
AIOZUSDT,HID_BEAR,1.0,3.0,14,57.1,16.85,1.203
BBUSDT,REG_BEAR,1.0,5.0,10,20.0,1.33,0.133
ALPINEUSDT,HID_BEAR,2.0,4.0,22,36.4,16.85,0.766
RONINUSDT,HID_BEAR,1.5,6.0,21,23.8,12.46,0.593
AIOZUSDT,HID_BEAR,1.0,4.0,14,50.0,19.85,1.418
ALPINEUSDT,HID_BEAR,2.0,5.0,22,31.8,18.85,0.857
AIOZUSDT,HID_BEAR,1.0,5.0,14,50.0,26.85,1.918
AIOZUSDT,HID_BEAR,1.0,6.0,14,42.9,26.85,1.918
ALPINEUSDT,HID_BEAR,2.0,6.0,22,31.8,25.85,1.175
AIOZUSDT,HID_BEAR,1.0,7.0,14,42.9,32.85,2.346
AIOZUSDT,HID_BEAR,1.0,8.0,14,35.7,29.85,2.132
ALPINEUSDT,HID_BEAR,2.0,7.0,22,31.8,32.85,1.493
GRIFFAINUSDT,HID_BEAR,1.0,1.5,19,47.4,2.38,0.125
AIOZUSDT,HID_BEAR,1.0,9.0,14,35.7,34.85,2.489
BBUSDT,REG_BEAR,1.5,2.0,10,40.0,1.56,0.156
ALPINEUSDT,HID_BEAR,2.0,8.0,22,27.3,30.85,1.402
GRIFFAINUSDT,HID_BEAR,1.0,2.0,19,47.4,6.88,0.362
AIOZUSDT,HID_BEAR,1.0,10.0,14,35.7,39.85,2.846
BBUSDT,REG_BEAR,1.5,3.0,10,40.0,5.56,0.556
PTBUSDT,HID_BEAR,1.5,4.0,28,25.0,6.15,0.22
ALPINEUSDT,HID_BEAR,2.0,9.0,21,23.8,27.86,1.327
AIOZUSDT,HID_BEAR,1.5,1.5,14,71.4,10.23,0.731
BSUUSDT,HID_BEAR,1.0,2.0,19,42.1,2.99,0.157
GRIFFAINUSDT,HID_BEAR,1.0,3.0,19,47.4,15.88,0.836
RONINUSDT,HID_BEAR,2.0,1.5,22,59.1,9.29,0.422
BBUSDT,REG_BEAR,1.5,5.0,10,20.0,1.56,0.156
AIOZUSDT,HID_BEAR,1.5,2.0,14,64.3,12.23,0.874
GRIFFAINUSDT,HID_BEAR,1.0,4.0,19,47.4,24.88,1.309
BBUSDT,REG_BEAR,1.5,6.0,10,20.0,3.56,0.356
ALPINEUSDT,HID_BEAR,2.0,10.0,20,20.0,22.88,1.144
NEWTUSDT,HID_BEAR,1.0,1.5,20,75.0,15.43,0.772
PTBUSDT,HID_BEAR,1.5,5.0,28,25.0,13.15,0.47
AIOZUSDT,HID_BEAR,1.5,3.0,14,50.0,13.23,0.945
RONINUSDT,HID_BEAR,2.0,2.0,21,52.4,10.84,0.516
BBUSDT,REG_BEAR,1.5,7.0,10,20.0,5.56,0.556
GRIFFAINUSDT,HID_BEAR,1.0,5.0,19,42.1,27.88,1.467
AIOZUSDT,HID_BEAR,1.5,4.0,14,42.9,15.23,1.088
NEWTUSDT,HID_BEAR,1.0,2.0,20,70.0,19.93,0.997
BBUSDT,REG_BEAR,1.5,8.0,10,20.0,7.56,0.756
RONINUSDT,HID_BEAR,2.0,3.0,21,47.6,17.84,0.85
BSUUSDT,HID_BEAR,1.0,5.0,19,21.1,2.99,0.157
GRIFFAINUSDT,HID_BEAR,1.0,6.0,19,36.8,28.88,1.52
BBUSDT,REG_BEAR,1.5,9.0,10,20.0,9.56,0.956
PTBUSDT,HID_BEAR,1.5,6.0,28,25.0,20.15,0.72
AIOZUSDT,HID_BEAR,1.5,5.0,14,35.7,15.23,1.088
NEWTUSDT,HID_BEAR,1.0,3.0,20,65.0,29.93,1.497
BBUSDT,REG_BEAR,1.5,10.0,10,20.0,11.56,1.156
GRIFFAINUSDT,HID_BEAR,1.0,7.0,19,36.8,35.88,1.888
RONINUSDT,HID_BEAR,2.0,4.0,21,33.3,12.84,0.612
AIOZUSDT,HID_BEAR,1.5,6.0,14,35.7,20.23,1.445
BBUSDT,REG_BEAR,2.0,1.5,10,50.0,2.17,0.217
NEWTUSDT,HID_BEAR,1.0,4.0,20,55.0,32.93,1.647
AIOZUSDT,HID_BEAR,1.5,7.0,14,35.7,25.23,1.802
GRIFFAINUSDT,HID_BEAR,1.0,8.0,19,36.8,42.88,2.257
RONINUSDT,HID_BEAR,2.0,5.0,21,28.6,13.84,0.659
BBUSDT,REG_BEAR,2.0,2.0,10,50.0,4.67,0.467
AIOZUSDT,HID_BEAR,1.5,8.0,14,35.7,30.23,2.159
NEWTUSDT,HID_BEAR,1.0,5.0,20,50.0,37.93,1.897
GRIFFAINUSDT,HID_BEAR,1.0,9.0,19,36.8,49.88,2.625
AIOZUSDT,HID_BEAR,1.5,9.0,14,21.4,15.23,1.088
RONINUSDT,HID_BEAR,2.0,6.0,21,23.8,12.84,0.612
BBUSDT,REG_BEAR,2.0,4.0,10,30.0,4.67,0.467
NEWTUSDT,HID_BEAR,1.0,6.0,20,50.0,47.93,2.397
GRIFFAINUSDT,HID_BEAR,1.0,10.0,19,36.8,56.88,2.994
AIOZUSDT,HID_BEAR,1.5,10.0,14,21.4,18.23,1.302
BBUSDT,REG_BEAR,2.0,5.0,10,20.0,1.67,0.167
NEWTUSDT,HID_BEAR,1.0,7.0,20,50.0,57.93,2.897
AIOZUSDT,HID_BEAR,2.0,1.5,14,71.4,10.42,0.745
GRIFFAINUSDT,HID_BEAR,1.5,1.5,19,63.2,10.25,0.54
BBUSDT,REG_BEAR,2.0,6.0,10,20.0,3.67,0.367
BSUUSDT,HID_BEAR,1.5,1.5,19,52.6,4.66,0.245
AIOZUSDT,HID_BEAR,2.0,2.0,14,64.3,12.42,0.887
BBUSDT,REG_BEAR,2.0,7.0,10,20.0,5.67,0.567
NEWTUSDT,HID_BEAR,1.0,8.0,20,50.0,67.93,3.397
GRIFFAINUSDT,HID_BEAR,1.5,2.0,19,57.9,13.25,0.697
BSUUSDT,HID_BEAR,1.5,2.0,19,47.4,6.66,0.35
AIOZUSDT,HID_BEAR,2.0,3.0,14,57.1,17.42,1.245
BBUSDT,REG_BEAR,2.0,8.0,10,20.0,7.67,0.767
NEWTUSDT,HID_BEAR,1.0,9.0,20,50.0,77.93,3.897
AIOZUSDT,HID_BEAR,2.0,4.0,14,50.0,20.42,1.459
GRIFFAINUSDT,HID_BEAR,1.5,3.0,19,52.6,20.25,1.066
BBUSDT,REG_BEAR,2.0,9.0,10,20.0,9.67,0.967
AIOZUSDT,HID_BEAR,2.0,5.0,14,42.9,21.42,1.53
NEWTUSDT,HID_BEAR,1.0,10.0,20,50.0,87.93,4.397
BSUUSDT,HID_BEAR,1.5,4.0,19,31.6,9.66,0.508
BBUSDT,REG_BEAR,2.0,10.0,10,20.0,11.67,1.167
GRIFFAINUSDT,HID_BEAR,1.5,4.0,19,42.1,20.25,1.066
AIOZUSDT,HID_BEAR,2.0,6.0,14,35.7,20.42,1.459
NEWTUSDT,HID_BEAR,1.5,1.5,20,70.0,13.62,0.681
BSUUSDT,HID_BEAR,1.5,5.0,19,26.3,9.66,0.508
GRIFFAINUSDT,HID_BEAR,1.5,5.0,19,42.1,28.25,1.487
AIOZUSDT,HID_BEAR,2.0,7.0,14,21.4,9.42,0.673
NEWTUSDT,HID_BEAR,1.5,2.0,20,65.0,17.62,0.881
AIOZUSDT,HID_BEAR,2.0,8.0,14,21.4,12.42,0.887
GRIFFAINUSDT,HID_BEAR,1.5,6.0,19,42.1,36.25,1.908
NEWTUSDT,HID_BEAR,1.5,3.0,20,50.0,18.62,0.931
AIOZUSDT,HID_BEAR,2.0,9.0,14,21.4,15.42,1.102
GRIFFAINUSDT,HID_BEAR,1.5,7.0,19,42.1,44.25,2.329
AIOZUSDT,HID_BEAR,2.0,10.0,14,21.4,18.42,1.316
NEWTUSDT,HID_BEAR,1.5,4.0,20,50.0,28.62,1.431
GRIFFAINUSDT,HID_BEAR,1.5,8.0,19,42.1,52.25,2.75
MUBARAKUSDT,REG_BEAR,2.0,2.0,10,40.0,1.68,0.168
NEWTUSDT,HID_BEAR,1.5,5.0,20,50.0,38.62,1.931
GRIFFAINUSDT,HID_BEAR,1.5,9.0,19,36.8,50.25,2.645
PTBUSDT,HID_BEAR,2.0,4.0,28,28.6,11.37,0.406
MUBARAKUSDT,REG_BEAR,2.0,3.0,10,40.0,5.68,0.568
NEWTUSDT,HID_BEAR,1.5,6.0,20,50.0,48.62,2.431
GRIFFAINUSDT,HID_BEAR,1.5,10.0,19,36.8,57.25,3.013
MUBARAKUSDT,REG_BEAR,2.0,4.0,10,40.0,9.68,0.968
BSUUSDT,HID_BEAR,2.0,1.5,19,52.6,4.99,0.263
PTBUSDT,HID_BEAR,2.0,5.0,28,21.4,7.37,0.263
NEWTUSDT,HID_BEAR,1.5,7.0,20,50.0,58.62,2.931
GRIFFAINUSDT,HID_BEAR,2.0,1.5,19,57.9,7.94,0.418
MUBARAKUSDT,REG_BEAR,2.0,5.0,10,20.0,1.68,0.168
BSUUSDT,HID_BEAR,2.0,2.0,19,42.1,3.99,0.21
NEWTUSDT,HID_BEAR,1.5,8.0,20,45.0,59.62,2.981
GRIFFAINUSDT,HID_BEAR,2.0,2.0,19,52.6,10.44,0.549
GRIFFAINUSDT,HID_BEAR,2.0,3.0,19,42.1,12.44,0.655
NEWTUSDT,HID_BEAR,1.5,9.0,20,45.0,68.62,3.431
GRIFFAINUSDT,HID_BEAR,2.0,4.0,19,42.1,20.44,1.076
NEWTUSDT,HID_BEAR,1.5,10.0,20,45.0,77.62,3.881
GRIFFAINUSDT,HID_BEAR,2.0,5.0,19,42.1,28.44,1.497
NEWTUSDT,HID_BEAR,2.0,1.5,20,65.0,11.47,0.573
BBUSDT,HID_BEAR,1.0,1.5,28,57.1,10.06,0.359
GRIFFAINUSDT,HID_BEAR,2.0,6.0,19,42.1,36.44,1.918
NEWTUSDT,HID_BEAR,2.0,2.0,20,55.0,11.97,0.598
GRIFFAINUSDT,HID_BEAR,2.0,7.0,19,36.8,36.44,1.918
BBUSDT,HID_BEAR,1.0,2.0,28,57.1,18.06,0.645
NEWTUSDT,HID_BEAR,2.0,3.0,20,50.0,18.97,0.948
GRIFFAINUSDT,HID_BEAR,2.0,8.0,19,36.8,43.44,2.286
NEWTUSDT,HID_BEAR,2.0,4.0,20,50.0,28.97,1.448
BBUSDT,HID_BEAR,1.0,3.0,28,53.6,30.06,1.074
GRIFFAINUSDT,HID_BEAR,2.0,9.0,19,31.6,40.44,2.128
NEWTUSDT,HID_BEAR,2.0,5.0,20,50.0,38.97,1.948
GRIFFAINUSDT,HID_BEAR,2.0,10.0,19,31.6,46.44,2.444
BBUSDT,HID_BEAR,1.0,4.0,28,50.0,40.06,1.431
NEWTUSDT,HID_BEAR,2.0,6.0,20,50.0,48.97,2.448
NEWTUSDT,HID_BEAR,2.0,7.0,20,50.0,58.97,2.948
BBUSDT,HID_BEAR,1.0,5.0,28,46.4,48.06,1.716
NEWTUSDT,HID_BEAR,2.0,8.0,20,50.0,68.97,3.448
BBUSDT,HID_BEAR,1.0,6.0,28,42.9,54.06,1.931
NEWTUSDT,HID_BEAR,2.0,9.0,20,50.0,78.97,3.948
MUBARAKUSDT,HID_BEAR,1.0,1.5,11,72.7,8.19,0.744
BBUSDT,HID_BEAR,1.0,7.0,28,39.3,58.06,2.074
NEWTUSDT,HID_BEAR,2.0,10.0,20,50.0,88.97,4.448
MUBARAKUSDT,HID_BEAR,1.0,2.0,11,63.6,9.19,0.835
MUBARAKUSDT,HID_BEAR,1.0,3.0,11,45.5,8.19,0.744
BBUSDT,HID_BEAR,1.0,8.0,28,39.3,69.06,2.466
MUBARAKUSDT,HID_BEAR,1.0,4.0,11,27.3,3.19,0.29
MUBARAKUSDT,HID_BEAR,1.0,5.0,11,27.3,6.19,0.562
BBUSDT,HID_BEAR,1.0,9.0,28,39.3,80.06,2.859
MUBARAKUSDT,HID_BEAR,1.0,6.0,11,27.3,9.19,0.835
MUBARAKUSDT,HID_BEAR,1.0,7.0,11,27.3,12.19,1.108
BBUSDT,HID_BEAR,1.0,10.0,28,39.3,91.06,3.252
MUBARAKUSDT,HID_BEAR,1.0,8.0,11,27.3,15.19,1.381
MUBARAKUSDT,HID_BEAR,1.0,9.0,11,27.3,18.19,1.653
BBUSDT,HID_BEAR,1.5,1.5,28,64.3,15.71,0.561
MUBARAKUSDT,HID_BEAR,1.5,1.5,11,63.6,5.96,0.542
BBUSDT,HID_BEAR,1.5,2.0,28,64.3,24.71,0.882
MUBARAKUSDT,HID_BEAR,1.5,2.0,11,45.5,3.46,0.314
MUBARAKUSDT,HID_BEAR,1.5,4.0,11,36.4,8.46,0.769
BBUSDT,HID_BEAR,1.5,3.0,28,57.1,34.71,1.24
MUBARAKUSDT,HID_BEAR,1.5,5.0,11,36.4,12.46,1.133
MUBARAKUSDT,HID_BEAR,1.5,6.0,11,27.3,9.46,0.86
BBUSDT,HID_BEAR,1.5,4.0,28,50.0,40.71,1.454
BBUSDT,HID_BEAR,1.5,5.0,28,46.4,48.71,1.74
MUBARAKUSDT,HID_BEAR,2.0,1.5,11,54.5,3.59,0.327
BBUSDT,HID_BEAR,1.5,6.0,28,46.4,61.71,2.204
MUBARAKUSDT,HID_BEAR,2.0,2.0,11,54.5,6.59,0.599
MUBARAKUSDT,HID_BEAR,2.0,3.0,11,54.5,12.59,1.145
FUSDT,REG_BEAR,1.0,1.5,11,72.7,8.12,0.738
FUSDT,REG_BEAR,1.0,2.0,11,63.6,9.12,0.829
MUBARAKUSDT,HID_BEAR,2.0,4.0,11,54.5,18.59,1.69
BBUSDT,HID_BEAR,1.5,7.0,28,46.4,74.71,2.668
FUSDT,REG_BEAR,1.0,3.0,11,54.5,12.12,1.102
MUBARAKUSDT,HID_BEAR,2.0,5.0,11,36.4,12.59,1.145
FUSDT,REG_BEAR,1.0,4.0,11,45.5,13.12,1.192
FUSDT,REG_BEAR,1.0,5.0,11,45.5,18.12,1.647
BBUSDT,HID_BEAR,1.5,8.0,28,46.4,87.71,3.132
MUBARAKUSDT,HID_BEAR,2.0,6.0,11,36.4,16.59,1.508
FUSDT,REG_BEAR,1.0,6.0,11,45.5,23.12,2.102
MUBARAKUSDT,HID_BEAR,2.0,7.0,10,30.0,13.61,1.361
FUSDT,REG_BEAR,1.0,7.0,11,45.5,28.12,2.556
BBUSDT,HID_BEAR,1.5,9.0,28,46.4,100.71,3.597
MUBARAKUSDT,HID_BEAR,2.0,8.0,10,30.0,16.61,1.661
FUSDT,REG_BEAR,1.0,8.0,11,36.4,24.12,2.192
MUBARAKUSDT,HID_BEAR,2.0,9.0,10,30.0,19.61,1.961
FUSDT,REG_BEAR,1.0,9.0,11,36.4,28.12,2.556
FUSDT,REG_BEAR,1.0,10.0,11,36.4,32.12,2.92
MUBARAKUSDT,HID_BEAR,2.0,10.0,10,30.0,22.61,2.261
BBUSDT,HID_BEAR,1.5,10.0,27,40.7,92.74,3.435
FUSDT,REG_BEAR,1.5,1.5,10,70.0,7.0,0.7
FUSDT,REG_BEAR,1.5,2.0,10,60.0,7.5,0.75
BBUSDT,HID_BEAR,2.0,1.5,28,64.3,16.03,0.572
FUSDT,REG_BEAR,1.5,3.0,10,60.0,13.5,1.35
FUSDT,REG_BEAR,1.5,4.0,10,60.0,19.5,1.95
FUSDT,REG_BEAR,1.5,5.0,10,60.0,25.5,2.55
BBUSDT,HID_BEAR,2.0,2.0,28,60.7,22.03,0.787
FUSDT,REG_BEAR,1.5,6.0,10,50.0,24.5,2.45
BBUSDT,HID_BEAR,2.0,3.0,28,50.0,27.03,0.965
AERGOUSDT,HID_BEAR,1.0,4.0,21,28.6,6.66,0.317
AERGOUSDT,HID_BEAR,1.0,5.0,21,28.6,12.66,0.603
BBUSDT,HID_BEAR,2.0,4.0,28,46.4,36.03,1.287
FUSDT,REG_BEAR,2.0,1.5,10,70.0,7.12,0.712
AERGOUSDT,HID_BEAR,1.0,6.0,21,23.8,11.66,0.555
FUSDT,REG_BEAR,2.0,2.0,10,70.0,10.62,1.062
BBUSDT,HID_BEAR,2.0,5.0,28,46.4,49.03,1.751
FUSDT,REG_BEAR,2.0,3.0,10,70.0,17.62,1.762
AERGOUSDT,HID_BEAR,1.0,7.0,21,23.8,16.66,0.793
