symbol,type,side,r,exit,max_r,bars,timestamp
ETHUSDT,hidden_bearish,short,1.5757568113017195,trailed,2.3044904137235167,5,2025-10-30 07:00:00
ETHUSDT,hidden_bearish,short,1.231519575315193,trailed,1.5750308086074483,4,2025-11-04 01:00:00
ETHUSDT,hidden_bearish,short,3.0,tp,3.034486245954705,3,2025-11-04 14:00:00
ETHUSDT,hidden_bearish,short,0.6191720888490051,trailed,1.4657280682073222,9,2025-11-06 05:00:00
ETHUSDT,hidden_bearish,short,1.0582040277319222,trailed,1.358204027731922,2,2025-11-08 04:00:00
ETHUSDT,hidden_bearish,short,0.8491543481155919,trailed,1.4174990011985598,3,2025-11-11 11:00:00
ETHUSDT,hidden_bearish,short,1.793088260846589,trailed,3.227946120315184,2,2025-11-15 13:00:00
ETHUSDT,hidden_bearish,short,2.07141083346266,trailed,2.9981375135806108,3,2025-11-20 13:00:00
ETHUSDT,hidden_bearish,short,0.4933913043478242,trailed,0.7933913043478242,4,2025-11-22 16:00:00
ETHUSDT,hidden_bearish,short,3.0,tp,3.259414225941426,1,2025-11-30 01:00:00
ETHUSDT,hidden_bearish,short,0.44206349206349294,trailed,0.7420634920634886,2,2025-12-05 02:00:00
ETHUSDT,hidden_bearish,short,0.5147058823529471,trailed,0.9210084033613581,4,2025-12-07 04:00:00
ETHUSDT,hidden_bearish,short,-1.0,loss,1.3206307490144462,2,2025-12-16 10:00:00
ETHUSDT,hidden_bearish,short,0.0,timeout,0.0,0,2025-12-17 01:00:00
PTBUSDT,hidden_bearish,short,-1.0,loss,0.04895104895104936,6,2025-10-13 04:00:00
PTBUSDT,hidden_bearish,short,0.5178571428571433,trailed,0.8178571428571438,2,2025-10-16 07:00:00
PTBUSDT,hidden_bearish,short,-1.0,loss,0.5185185185185162,24,2025-10-18 13:00:00
PTBUSDT,hidden_bearish,short,0.547619047619039,trailed,0.8476190476190409,3,2025-10-19 03:00:00
PTBUSDT,hidden_bearish,short,-1.0,loss,0.0,1,2025-10-31 14:00:00
