Config,SL,Trail,Filter,Cooldown,N,WR,Total_R,Avg_R,PF,Status
Fixed_2%|Trail_Tight_3R|All_Signals|CD5,Fixed_2%,Trail_Tight_3R,All_Signals,5,7017,69.74490523015534,1196.6866385417861,0.17054106292458118,1.536552466631061,✅
Fixed_3%|Static_1:4|Bearish_Only|CD5,Fixed_3%,Static_1:4,Bearish_Only,5,3805,33.42969776609724,994.9239187858919,0.2614780338464893,1.3902380267838832,✅
ATR_1x|Trail_Tight_3R|All_Signals|CD5,ATR_1x,Trail_Tight_3R,All_Signals,5,7017,72.43836397320791,988.8916756807597,0.14092798570340026,1.4895006434765696,✅
Fixed_2%|Trail_Tight|All_Signals|CD5,Fixed_2%,Trail_Tight,All_Signals,5,7017,69.74490523015534,983.5343271682234,0.14016450437056055,1.440982419509141,✅
Fixed_2%|Trail_Tight_3R|All_Signals|CD10,Fixed_2%,Trail_Tight_3R,All_Signals,10,5425,70.13824884792626,922.8071354325568,0.1701026977755865,1.5422811681227855,✅
ATR_1x|Trail_Tight|All_Signals|CD5,ATR_1x,Trail_Tight,All_Signals,5,7017,72.43836397320791,920.8400019037853,0.13122987058625984,1.455815115604616,✅
Fixed_3%|Trail_Tight_3R|All_Signals|CD5,Fixed_3%,Trail_Tight_3R,All_Signals,5,7017,73.60695453897677,903.4468460027791,0.1287511537698132,1.4788623110698782,✅
Fixed_2%|Trail_Medium_3R|All_Signals|CD5,Fixed_2%,Trail_Medium_3R,All_Signals,5,7017,63.48867037195382,891.3003147953566,0.12702013891910455,1.3324073056641161,✅
Fixed_3%|Static_1:3|Bearish_Only|CD5,Fixed_3%,Static_1:3,Bearish_Only,5,3805,35.9526938239159,886.6871688200979,0.2330321074428641,1.360878480227299,✅
ATR_2x|Static_1:4|Bearish_Only|CD5,ATR_2x,Static_1:4,Bearish_Only,5,3805,31.773981603153743,855.5431760184806,0.2248470896237794,1.3236378213470281,✅
Fixed_3%|Static_1:4|Bearish_Only|CD10,Fixed_3%,Static_1:4,Bearish_Only,10,3142,33.290897517504774,802.2623762596501,0.25533493833852644,1.3806598126062466,✅
Fixed_3%|Trail_Tight|All_Signals|CD5,Fixed_3%,Trail_Tight,All_Signals,5,7017,73.60695453897677,797.6397597503759,0.11367247538127062,1.422780399804633,✅
Fixed_2%|Trail_Tight_3R|All_Signals|CD15,Fixed_2%,Trail_Tight_3R,All_Signals,15,4764,70.10915197313182,793.6323432290128,0.1665894927013041,1.5309220405990238,✅
ATR_1x|Trail_Tight_3R|All_Signals|CD10,ATR_1x,Trail_Tight_3R,All_Signals,10,5425,72.7741935483871,766.2344731458576,0.14124137753840693,1.4967380831063475,✅
Fixed_2%|Trail_Tight|All_Signals|CD10,Fixed_2%,Trail_Tight,All_Signals,10,5425,70.13824884792626,764.0351357376707,0.1408359697212296,1.448979911387949,✅
Fixed_2%|Static_1:4|Bearish_Only|CD5,Fixed_2%,Static_1:4,Bearish_Only,5,3805,27.595269382391592,752.4938521985576,0.19776448152393106,1.2615354987246923,✅
ATR_1.5x|Trail_Tight_3R|All_Signals|CD5,ATR_1.5x,Trail_Tight_3R,All_Signals,5,7017,73.82072110588571,737.0860829947709,0.1050429076520979,1.386315192525814,✅
Fixed_2%|Trail_Tight_3R|Bearish_Only|CD5,Fixed_2%,Trail_Tight_3R,Bearish_Only,5,3805,71.48488830486203,714.9995204424733,0.18791051785610338,1.6278381736198224,✅
Fixed_3%|Trail_Medium_3R|All_Signals|CD5,Fixed_3%,Trail_Medium_3R,All_Signals,5,7017,66.12512469716403,712.286346237503,0.1015086712608669,1.2947541290870463,✅
ATR_1x|Trail_Tight|All_Signals|CD10,ATR_1x,Trail_Tight,All_Signals,10,5425,72.7741935483871,711.3689834998204,0.13112792322577335,1.4611696257860067,✅
Fixed_3%|Static_1:3|Bearish_Only|CD10,Fixed_3%,Static_1:3,Bearish_Only,10,3142,35.80521960534691,711.3632979934872,0.2264046142563613,1.3499993984712528,✅
Fixed_3%|Static_1:4|Bearish_Only|CD15,Fixed_3%,Static_1:4,Bearish_Only,15,2879,33.10177144841959,709.5444505633263,0.24645517560379518,1.3665861622081732,✅
ATR_1x|Trail_Medium_3R|All_Signals|CD5,ATR_1x,Trail_Medium_3R,All_Signals,5,7017,65.5835827276614,709.0589133470064,0.1010487264282466,1.282109402398099,✅
ATR_1.5x|Trail_Tight|All_Signals|CD5,ATR_1.5x,Trail_Tight,All_Signals,5,7017,73.82072110588571,701.7337694455589,0.10000481251896236,1.3677866432422532,✅
Fixed_3%|Trail_Tight_3R|All_Signals|CD10,Fixed_3%,Trail_Tight_3R,All_Signals,10,5425,74.04608294930875,695.5413220358884,0.12821038194209924,1.4849060215634562,✅
ATR_1x|Static_1:4|Bearish_Only|CD5,ATR_1x,Static_1:4,Bearish_Only,5,3805,27.3850197109067,687.0479884006214,0.18056451731948,1.2392695028248344,✅
ATR_1.5x|Static_1:4|Bearish_Only|CD5,ATR_1.5x,Static_1:4,Bearish_Only,5,3805,28.462549277266753,685.8167518911507,0.18024093347993447,1.244240634932651,✅
ATR_2x|Static_1:4|Bearish_Only|CD10,ATR_2x,Static_1:4,Bearish_Only,10,3142,31.57224697644812,684.5903862772487,0.217883636625477,1.313171142656009,✅
Fixed_2%|Trail_Medium|All_Signals|CD5,Fixed_2%,Trail_Medium,All_Signals,5,7017,63.48867037195382,681.0088370501344,0.09705128075390258,1.253979841473832,✅
Fixed_2%|Trail_Medium_3R|All_Signals|CD10,Fixed_2%,Trail_Medium_3R,All_Signals,10,5425,63.79723502304147,674.3492172043008,0.12430400317129968,1.3279949073178248,✅
Fixed_2%|Trail_Tight|All_Signals|CD15,Fixed_2%,Trail_Tight,All_Signals,15,4764,70.10915197313182,650.0738381337864,0.13645546560322971,1.43488465613408,✅
ATR_1x|Trail_Tight_3R|All_Signals|CD15,ATR_1x,Trail_Tight_3R,All_Signals,15,4764,72.62804366078926,647.5413624128839,0.13592387959968177,1.4757403472625492,✅
ATR_1x|Trail_Medium|All_Signals|CD5,ATR_1x,Trail_Medium,All_Signals,5,7017,65.5835827276614,627.8026206681859,0.08946880727778052,1.249780404430218,✅
ATR_2x|Trail_Tight_3R|All_Signals|CD5,ATR_2x,Trail_Tight_3R,All_Signals,5,7017,75.63061137238137,619.746039209449,0.08832065543814294,1.3512233442457944,✅
Fixed_2%|Trail_Tight_3R|Hidden_Only|CD5,Fixed_2%,Trail_Tight_3R,Hidden_Only,5,4203,68.68903164406377,619.4097334524325,0.14737324136389068,1.4485674334641663,✅
Fixed_2%|Trail_Tight|Bearish_Only|CD5,Fixed_2%,Trail_Tight,Bearish_Only,5,3805,71.48488830486203,615.9479067154981,0.16187855629842263,1.540861354085804,✅
Fixed_3%|Static_1:3|Bearish_Only|CD15,Fixed_3%,Static_1:3,Bearish_Only,15,2879,35.49843695727683,615.3007065815424,0.21372028710716998,1.3290720085444883,✅
Fixed_3%|Trail_Tight|All_Signals|CD10,Fixed_3%,Trail_Tight,All_Signals,10,5425,74.04608294930875,614.6878750603754,0.11330652074845629,1.4285379495877706,✅
Fixed_2%|Trail_Medium_3R|Bearish_Only|CD5,Fixed_2%,Trail_Medium_3R,Bearish_Only,5,3805,65.83442838370564,608.5078082268993,0.15992320846961874,1.447550002892702,✅
ATR_2x|Trail_Tight|All_Signals|CD5,ATR_2x,Trail_Tight,All_Signals,5,7017,75.63061137238137,599.0572025582954,0.08537226771530504,1.3394985377324005,✅
ATR_1x|Trail_Tight|All_Signals|CD15,ATR_1x,Trail_Tight,All_Signals,15,4764,72.62804366078926,597.7206702887776,0.12546613566095247,1.4391377227079372,✅
Fixed_3%|Trail_Medium|All_Signals|CD5,Fixed_3%,Trail_Medium,All_Signals,5,7017,66.12512469716403,597.3987185480353,0.08513591542654059,1.2472120095148256,✅
ATR_1x|Trail_Tight_3R|Bearish_Only|CD5,ATR_1x,Trail_Tight_3R,Bearish_Only,5,3805,73.82391590013141,596.907117031015,0.15687440657845333,1.5742031326311767,✅
Fixed_3%|Trail_Tight_3R|All_Signals|CD15,Fixed_3%,Trail_Tight_3R,All_Signals,15,4764,73.84550797649034,596.4436901661657,0.12519808777627323,1.4699703398283097,✅
Fixed_2%|Trail_Tight_3R|Bearish_Only|CD10,Fixed_2%,Trail_Tight_3R,Bearish_Only,10,3142,71.16486314449395,587.8913923869152,0.18710738140894817,1.618355690698182,✅
Fixed_2%|Trail_Medium_3R|All_Signals|CD15,Fixed_2%,Trail_Medium_3R,All_Signals,15,4764,63.7489504617968,585.5393676745836,0.12290918716930806,1.3240344490411362,✅
ATR_2x|Static_1:4|Bearish_Only|CD15,ATR_2x,Static_1:4,Bearish_Only,15,2879,31.26085446335533,585.5070151600961,0.20337166209103721,1.2906069092539325,✅
ATR_1x|Trail_Tight|Bearish_Only|CD5,ATR_1x,Trail_Tight,Bearish_Only,5,3805,73.82391590013141,570.7584211989641,0.15000221319289464,1.5490490297019561,✅
ATR_2x|Static_1:4|All_Signals|CD5,ATR_2x,Static_1:4,All_Signals,5,7017,28.915490950548666,562.190409950854,0.08011834258954739,1.1108294974267823,✅
Fixed_3%|Trail_Tight_3R|Bearish_Only|CD5,Fixed_3%,Trail_Tight_3R,Bearish_Only,5,3805,75.37450722733246,555.7207717815044,0.14605013713048734,1.5844104012987348,✅
ATR_1.5x|Trail_Tight_3R|All_Signals|CD10,ATR_1.5x,Trail_Tight_3R,All_Signals,10,5425,73.88018433179724,549.718207955783,0.10133054524530562,1.3735757697858637,✅
Fixed_3%|Trail_Medium_3R|All_Signals|CD10,Fixed_3%,Trail_Medium_3R,All_Signals,10,5425,66.4331797235023,548.5632124119319,0.1011176428409091,1.2962439489906985,✅
ATR_2x|Static_1:3|Bearish_Only|CD5,ATR_2x,Static_1:3,Bearish_Only,5,3805,33.16688567674113,547.7183707342988,0.14394700939140573,1.211167356159798,✅
Fixed_2%|Static_1:4|Bearish_Only|CD10,Fixed_2%,Static_1:4,Bearish_Only,10,3142,27.148313176320816,547.4534429667833,0.17423725110336832,1.2292126725525427,✅
ATR_1x|Trail_Medium_3R|All_Signals|CD10,ATR_1x,Trail_Medium_3R,All_Signals,10,5425,65.82488479262672,543.8288403691897,0.1002449475334912,1.281789829070552,✅
Fixed_2%|Trail_Loose|All_Signals|CD5,Fixed_2%,Trail_Loose,All_Signals,5,7017,58.11600399030925,530.7997588538251,0.07564482811084866,1.1726168753013844,✅
Fixed_3%|Static_1:4|Hidden_Bearish|CD5,Fixed_3%,Static_1:4,Hidden_Bearish,5,2247,32.22073876279484,529.6838979829062,0.23572937159897916,1.3450652241789578,✅
Fixed_3%|Trail_Tight|All_Signals|CD15,Fixed_3%,Trail_Tight,All_Signals,15,4764,73.84550797649034,525.651336339463,0.11033823180929114,1.4141892038489725,✅
ATR_1.5x|Trail_Tight|All_Signals|CD10,ATR_1.5x,Trail_Tight,All_Signals,10,5425,73.88018433179724,523.5578688285111,0.0965083629176979,1.355797808848984,✅
Fixed_2%|Trail_Medium|All_Signals|CD10,Fixed_2%,Trail_Medium,All_Signals,10,5425,63.79723502304147,521.2676900982946,0.09608621015636766,1.2535379938756186,✅
ATR_1.5x|Static_1:4|All_Signals|CD5,ATR_1.5x,Static_1:4,All_Signals,5,7017,26.59256092347157,519.6343926105343,0.07405364010410921,1.0978857897212668,✅
ATR_1x|Trail_Tight_3R|Hidden_Only|CD5,ATR_1x,Trail_Tight_3R,Hidden_Only,5,4203,71.3775874375446,517.902103640644,0.1232220089556612,1.4123689865651063,✅
Fixed_3%|Static_1:4|All_Signals|CD5,Fixed_3%,Static_1:4,All_Signals,5,7017,29.229015248681772,517.2073607171426,0.07370776125368998,1.1032367493460185,✅
ATR_1.5x|Static_1:4|Bearish_Only|CD10,ATR_1.5x,Static_1:4,Bearish_Only,10,3142,28.134945894334816,514.4339940408966,0.16372819670302247,1.2211317564754745,✅
ATR_1x|Static_1:4|Bearish_Only|CD10,ATR_1x,Static_1:4,Bearish_Only,10,3142,27.052832590706554,514.0078844114666,0.16359257937984298,1.216007508282731,✅
Fixed_3%|Trail_Tight|Bearish_Only|CD5,Fixed_3%,Trail_Tight,Bearish_Only,5,3805,75.37450722733246,513.5743813075816,0.13497355619121723,1.540088162108008,✅
Fixed_2%|Trail_Medium|Bearish_Only|CD5,Fixed_2%,Trail_Medium,Bearish_Only,5,3805,65.83442838370564,510.40654436714584,0.13414101034616185,1.3753977308419274,✅
Fixed_3%|Trail_Medium_3R|Bearish_Only|CD5,Fixed_3%,Trail_Medium_3R,Bearish_Only,5,3805,68.38370565045993,507.1248003356835,0.13327852834052129,1.4145404566781052,✅
Fixed_3%|Trail_Tight_3R|Hidden_Only|CD5,Fixed_3%,Trail_Tight_3R,Hidden_Only,5,4203,73.25719724006662,506.4200989390809,0.12049014964051413,1.4436643269759242,✅
ATR_1x|Trail_Medium_3R|Bearish_Only|CD5,ATR_1x,Trail_Medium_3R,Bearish_Only,5,3805,67.64783180026282,505.93604487079705,0.132966109033061,1.3950943326479992,✅
Fixed_2%|Trail_Tight|Bearish_Only|CD10,Fixed_2%,Trail_Tight,Bearish_Only,10,3142,71.16486314449395,505.03351156270094,0.16073631812944014,1.5312041474193874,✅
Fixed_3%|Static_1:4|All_Signals|CD10,Fixed_3%,Static_1:4,All_Signals,10,5425,29.898617511520737,504.62264819158906,0.09301799966665236,1.131711193911979,✅
ATR_1.5x|Trail_Medium_3R|All_Signals|CD5,ATR_1.5x,Trail_Medium_3R,All_Signals,5,7017,66.41014678637595,503.43725145754576,0.07174536859876668,1.2064298222505012,✅
Fixed_3%|Static_1:3|Hidden_Bearish|CD5,Fixed_3%,Static_1:3,Hidden_Bearish,5,2247,35.06898086337339,500.69734668935473,0.22282925976384277,1.3395012484648168,✅
Fixed_2%|Trail_Tight_3R|Bearish_Only|CD15,Fixed_2%,Trail_Tight_3R,Bearish_Only,15,2879,70.58006252170892,497.48455727021644,0.17279769269545553,1.5594908581388847,✅
ATR_1x|Trail_Tight_3R|Bearish_Only|CD10,ATR_1x,Trail_Tight_3R,Bearish_Only,10,3142,73.61553150859325,496.0368838828701,0.15787297386469448,1.573488773421778,✅
Fixed_2%|Trail_Tight|Hidden_Only|CD5,Fixed_2%,Trail_Tight,Hidden_Only,5,4203,68.68903164406377,495.6461209367685,0.11792674778414669,1.3589396426431122,✅
Fixed_2%|Static_1:4|All_Signals|CD5,Fixed_2%,Static_1:4,All_Signals,5,7017,25.366965939860336,484.0825086604487,0.06898710398467275,1.088487495685785,✅
Fixed_2%|Trail_Medium_3R|Bearish_Only|CD10,Fixed_2%,Trail_Medium_3R,Bearish_Only,10,3142,65.40420114576703,483.81280985271997,0.15398243470805856,1.4257874498035625,✅
ATR_2x|Static_1:4|All_Signals|CD10,ATR_2x,Static_1:4,All_Signals,10,5425,29.29032258064516,481.3371833945264,0.08872574809115694,1.1234024676886152,✅
Fixed_3%|Static_1:2|Bearish_Only|CD5,Fixed_3%,Static_1:2,Bearish_Only,5,3805,40.26281208935611,480.8487717631409,0.12637287037139053,1.2095657354049894,✅
ATR_1x|Trail_Medium|All_Signals|CD10,ATR_1x,Trail_Medium,All_Signals,10,5425,65.82488479262672,480.72814268334486,0.08861348252227555,1.2490936322247663,✅
ATR_2x|Trail_Tight_3R|All_Signals|CD10,ATR_2x,Trail_Tight_3R,All_Signals,10,5425,75.85253456221199,479.9789378375345,0.08847538024655013,1.3551726726708415,✅
Fixed_3%|Static_1:3|All_Signals|CD5,Fixed_3%,Static_1:3,All_Signals,5,7017,31.936725096194955,476.7214368500968,0.06793806995156004,1.0987960808598694,✅
Fixed_2%|Trail_Tight_3R|Hidden_Only|CD10,Fixed_2%,Trail_Tight_3R,Hidden_Only,10,3369,68.59602255862274,475.5926516985002,0.14116730534238653,1.4283760087904298,✅
Fixed_3%|Trail_Medium_3R|All_Signals|CD15,Fixed_3%,Trail_Medium_3R,All_Signals,15,4764,66.30982367758187,475.33343081446,0.09977611897868598,1.2915125650917887,✅
ATR_1x|Trail_Tight|Hidden_Only|CD5,ATR_1x,Trail_Tight,Hidden_Only,5,4203,71.3775874375446,475.10809480115375,0.11304023192984862,1.3782951298803265,✅
ATR_1x|Trail_Tight|Bearish_Only|CD10,ATR_1x,Trail_Tight,Bearish_Only,10,3142,73.61553150859325,472.45836495860044,0.1503686712153407,1.5462286717310858,✅
Fixed_2%|Trail_Loose|Bearish_Only|CD5,Fixed_2%,Trail_Loose,Bearish_Only,5,3805,60.65703022339027,471.31492989137445,0.12386726146948081,1.3006837814024306,✅
ATR_1.5x|Trail_Tight_3R|Bearish_Only|CD5,ATR_1.5x,Trail_Tight_3R,Bearish_Only,5,3805,75.50591327201052,470.9867865588841,0.12378102143466073,1.4867939186536325,✅
ATR_1x|Trail_Medium|Bearish_Only|CD5,ATR_1x,Trail_Medium,Bearish_Only,5,3805,67.64783180026282,469.3715860909797,0.1233565272249618,1.3665405053674462,✅
ATR_1.5x|Trail_Tight_3R|All_Signals|CD15,ATR_1.5x,Trail_Tight_3R,All_Signals,15,4764,73.7615449202351,466.79008433381665,0.09798280527578015,1.3598210247822757,✅
ATR_1x|Trail_Medium_3R|All_Signals|CD15,ATR_1x,Trail_Medium_3R,All_Signals,15,4764,65.7010915197313,464.80542572736283,0.0975662102702273,1.2733594516174025,✅
ATR_2x|Trail_Tight|All_Signals|CD10,ATR_2x,Trail_Tight,All_Signals,10,5425,75.85253456221199,464.75476331369913,0.08566908079515191,1.3439071559396296,✅
Fixed_2%|Static_1:3|Bearish_Only|CD5,Fixed_2%,Static_1:3,Bearish_Only,5,3805,30.775295663600527,461.2664250131173,0.12122639290752098,1.167631035101723,✅
Fixed_3%|Trail_Medium|All_Signals|CD10,Fixed_3%,Trail_Medium,All_Signals,10,5425,66.4331797235023,461.1653732919279,0.08500744208146137,1.249045959026476,✅
ATR_1.5x|Static_1:4|Bearish_Only|CD15,ATR_1.5x,Static_1:4,Bearish_Only,15,2879,28.100034734282737,459.16502820686117,0.15948767912707926,1.2151291239724689,✅
ATR_1.5x|Trail_Tight|Bearish_Only|CD5,ATR_1.5x,Trail_Tight,Bearish_Only,5,3805,75.50591327201052,457.55111593585417,0.12024996476632173,1.4729073236599404,✅
Fixed_3%|Trail_Medium|Bearish_Only|CD5,Fixed_3%,Trail_Medium,Bearish_Only,5,3805,68.38370565045993,457.1881005865564,0.12015455994390445,1.3737205592775115,✅
ATR_1x|Static_1:4|All_Signals|CD5,ATR_1x,Static_1:4,All_Signals,5,7017,25.43822146216332,454.6040796428363,0.06478610227203026,1.0836452102845502,✅
Fixed_3%|Trail_Tight_3R|Bearish_Only|CD10,Fixed_3%,Trail_Tight_3R,Bearish_Only,10,3142,75.04774029280713,454.5214144735323,0.14465990276051313,1.5723017518852354,✅
ATR_1x|Trail_Loose|All_Signals|CD5,ATR_1x,Trail_Loose,All_Signals,5,7017,59.64087216759298,452.5827367814495,0.06449803858934723,1.1535562711223573,✅
ATR_1.5x|Trail_Medium|All_Signals|CD5,ATR_1.5x,Trail_Medium,All_Signals,5,7017,66.41014678637595,452.3029638067871,0.06445816785047558,1.185462677129452,✅
Fixed_3%|Trail_Tight|Hidden_Only|CD5,Fixed_3%,Trail_Tight,Hidden_Only,5,4203,73.25719724006662,448.49281101137046,0.10670778277691421,1.392915410679302,✅
Fixed_2%|Trail_Medium|All_Signals|CD15,Fixed_2%,Trail_Medium,All_Signals,15,4764,63.7489504617968,446.4431171856639,0.09371182140757009,1.247059305474167,✅
Fixed_2%|Trail_Medium_3R|Hidden_Only|CD5,Fixed_2%,Trail_Medium_3R,Hidden_Only,5,4203,62.26504877468475,443.7735370312836,0.10558494813972961,1.2676001682052065,✅
ATR_1.5x|Trail_Tight|All_Signals|CD15,ATR_1.5x,Trail_Tight,All_Signals,15,4764,73.7615449202351,442.2820928637384,0.09283839060951687,1.340929255436523,✅
Fixed_3%|Static_1:3|All_Signals|CD10,Fixed_3%,Static_1:3,All_Signals,10,5425,32.40552995391705,438.66698615208117,0.08086027394508409,1.118556512299748,✅
Fixed_2%|Static_1:4|Bearish_Only|CD15,Fixed_2%,Static_1:4,Bearish_Only,15,2879,26.675929142063215,432.0774147490799,0.1500789908819312,1.1960197425043606,✅
ATR_1.5x|Static_1:4|All_Signals|CD10,ATR_1.5x,Static_1:4,All_Signals,10,5425,26.783410138248847,423.32890414314926,0.0780329777222395,1.1034075030966177,✅
Fixed_2%|Trail_Tight|Bearish_Only|CD15,Fixed_2%,Trail_Tight,Bearish_Only,15,2879,70.58006252170892,421.681266846086,0.1464679634755422,1.4742394721624763,✅
ATR_1x|Static_1:4|Bearish_Only|CD15,ATR_1x,Static_1:4,Bearish_Only,15,2879,26.71066342480028,419.10763797595,0.14557403194718652,1.1911756565152305,✅
Fixed_3%|Trail_Tight|Bearish_Only|CD10,Fixed_3%,Trail_Tight,Bearish_Only,10,3142,75.04774029280713,417.66926705842013,0.1329310207060535,1.5259000910287706,✅
Fixed_3%|Trail_Medium_3R|Hidden_Only|CD5,Fixed_3%,Trail_Medium_3R,Hidden_Only,5,4203,65.40566262193671,413.8617750329089,0.09846818344822958,1.2808666118078866,✅
Fixed_3%|Static_1:4|All_Signals|CD15,Fixed_3%,Static_1:4,All_Signals,15,4764,29.848866498740556,410.47872263551534,0.08616262020056997,1.1220917913121577,✅
ATR_1x|Trail_Loose|Bearish_Only|CD5,ATR_1x,Trail_Loose,Bearish_Only,5,3805,61.94480946123522,409.6538782826832,0.1076619916643057,1.2715586299009416,✅
ATR_2x|Static_1:3|Bearish_Only|CD10,ATR_2x,Static_1:3,Bearish_Only,10,3142,32.781667727562066,409.2378527409681,0.13024756611743096,1.1902402014686069,✅
ATR_1.5x|Static_1:3|Bearish_Only|CD5,ATR_1.5x,Static_1:3,Bearish_Only,5,3805,30.801576872536135,409.20739603502204,0.10754465073193746,1.1505855984366262,✅
Fixed_2%|Trail_Tight_3R|Hidden_Only|CD15,Fixed_2%,Trail_Tight_3R,Hidden_Only,15,3137,68.18616512591647,409.1675529308856,0.1304327551580764,1.3908716347497407,✅
ATR_1x|Trail_Tight_3R|Bearish_Only|CD15,ATR_1x,Trail_Tight_3R,Bearish_Only,15,2879,73.01146231330323,408.63303961131925,0.14193575533564406,1.503780756049762,✅
ATR_1x|Trail_Medium|All_Signals|CD15,ATR_1x,Trail_Medium,All_Signals,15,4764,65.7010915197313,407.9113649420028,0.08562371220445063,1.2398991510362816,✅
ATR_1x|Trail_Medium_3R|Bearish_Only|CD10,ATR_1x,Trail_Medium_3R,Bearish_Only,10,3142,67.40929344366646,406.29105001364155,0.12930969128378153,1.3816633523378568,✅
ATR_2x|Trail_Medium_3R|All_Signals|CD5,ATR_2x,Trail_Medium_3R,All_Signals,5,7017,67.13695311386633,405.55935642224074,0.05779668753345315,1.171170772595907,✅
Fixed_3%|Static_1:4|Hidden_Bearish|CD10,Fixed_3%,Static_1:4,Hidden_Bearish,10,1855,31.91374663072776,405.31913011567286,0.2185008787685568,1.3181392310376265,✅
Fixed_2%|Trail_Medium|Bearish_Only|CD10,Fixed_2%,Trail_Medium,Bearish_Only,10,3142,65.40420114576703,404.834486130279,0.12884611270855476,1.3562812722846702,✅
Fixed_3%|Trail_Medium_3R|Bearish_Only|CD10,Fixed_3%,Trail_Medium_3R,Bearish_Only,10,3142,68.14131126670911,401.07856125262606,0.12765071968574987,1.3946709779248092,✅
ATR_1x|Static_1:3|Bearish_Only|CD5,ATR_1x,Static_1:3,Bearish_Only,5,3805,30.35479632063075,400.57457925260064,0.1052758421163208,1.145394637567419,✅
ATR_2x|Trail_Tight_3R|All_Signals|CD15,ATR_2x,Trail_Tight_3R,All_Signals,15,4764,75.56675062972292,400.55850238964456,0.08408029017414873,1.3338914610611963,✅
ATR_2x|Static_1:4|Hidden_Bearish|CD5,ATR_2x,Static_1:4,Hidden_Bearish,5,2247,29.862038273253226,400.2798005932293,0.17813965313450347,1.249568951366555,✅
Fixed_2%|Trail_Medium_3R|Bearish_Only|CD15,Fixed_2%,Trail_Medium_3R,Bearish_Only,15,2879,64.84890587009379,399.16312382480174,0.13864644801139345,1.3772487796766473,✅
Fixed_3%|Trail_Medium|All_Signals|CD15,Fixed_3%,Trail_Medium,All_Signals,15,4764,66.30982367758187,399.04454381775184,0.08376249870229888,1.2447261038527797,✅
Fixed_3%|Trail_Tight_3R|Hidden_Only|CD10,Fixed_3%,Trail_Tight_3R,Hidden_Only,10,3369,73.4639358860196,399.0137797161942,0.1184368595180155,1.4392679707386529,✅
ATR_1x|Trail_Tight_3R|Hidden_Only|CD10,ATR_1x,Trail_Tight_3R,Hidden_Only,10,3369,71.32680320569902,397.9599231733556,0.11812404962106132,1.3945747574068814,✅
Fixed_3%|Static_1:2|Bearish_Only|CD10,Fixed_3%,Static_1:2,Bearish_Only,10,3142,40.22915340547422,395.51777384289204,0.12588089555789053,1.2089609640300651,✅
ATR_1.5x|Trail_Tight_3R|Hidden_Only|CD5,ATR_1.5x,Trail_Tight_3R,Hidden_Only,5,4203,73.32857482750417,394.24003359892697,0.09379967489862645,1.3386056174404009,✅
Fixed_3%|Static_1:3|Hidden_Bearish|CD10,Fixed_3%,Static_1:3,Hidden_Bearish,10,1855,34.87870619946092,391.4795252483468,0.21104017533603603,1.3201150130227846,✅
Fixed_2%|Trail_Loose|All_Signals|CD10,Fixed_2%,Trail_Loose,All_Signals,10,5425,58.19354838709677,389.1365018206612,0.07173023075035229,1.1639034721754162,✅
Fixed_2%|Static_1:4|All_Signals|CD10,Fixed_2%,Static_1:4,All_Signals,10,5425,25.493087557603687,388.0783415914106,0.0715351781735319,1.0919242895969523,✅
ATR_1x|Trail_Tight|Bearish_Only|CD15,ATR_1x,Trail_Tight,Bearish_Only,15,2879,73.01146231330323,387.8394312113483,0.1347132446027608,1.4781454824783846,✅
Fixed_3%|Trail_Tight_3R|Bearish_Only|CD15,Fixed_3%,Trail_Tight_3R,Bearish_Only,15,2879,74.53977075373393,386.536872561657,0.13426081019856095,1.5207521442040153,✅
ATR_2x|Trail_Tight|All_Signals|CD15,ATR_2x,Trail_Tight,All_Signals,15,4764,75.56675062972292,385.74271859734324,0.08097034395410227,1.3215415454616875,✅
ATR_1x|Static_1:4|All_Signals|CD10,ATR_1x,Static_1:4,All_Signals,10,5425,25.640552995391708,381.7968844929307,0.07037730589731442,1.0910898906443114,✅
Fixed_3%|Trail_Loose|Bearish_Only|CD5,Fixed_3%,Trail_Loose,Bearish_Only,5,3805,61.57687253613666,380.05944692590805,0.09988421732612564,1.2556711680521904,✅
Fixed_2%|Trail_Tight|Hidden_Only|CD10,Fixed_2%,Trail_Tight,Hidden_Only,10,3369,68.59602255862274,379.99551215548297,0.1127917815836993,1.3422697139539417,✅
